"strain"	"virus"	"date"	"GISAID_clade"	"country_exposure"	"division_exposure"	"period"	"source"
"USA/NY-SURV0165/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0166/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0168/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0171/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0175/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0302/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0319/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0331/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0334/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0440/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0444/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0472/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0475/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV052/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0592/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV076/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0862/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0863/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0874/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV097/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10495-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10496-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10528-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10683-01/2020"	"SARS-CoV-2"	"2020-03-04"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10690-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10695-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10703-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10704-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10707-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10935-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10955-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10957-02/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10958-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10999-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11000-01/2020"	"SARS-CoV-2"	"2020-03-05"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11003-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11017-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11180-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11190-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11191-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11202-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11207-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11245-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11249-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11284-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11291-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11330-01/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11344-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11353-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11354-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11379-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11380-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11666-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11717-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11735-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11736-02/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-12883-02/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY2-PV08100/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY_1922/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY_2929/2020"	"SARS-CoV-2"	"2020-03-02"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NJ-CDC-3036/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ-CDC-7300/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ_3201/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ_3592/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/MD-CDC-0025/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00060/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00075/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00082/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5622/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5653/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5875/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6339/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6572/2020"	"SARS-CoV-2"	"2020-03-08"	"G"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6612/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-7590/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD_0026/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD_0027/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
"NorthernIreland/NIRE-102270/2020"	"SARS-CoV-2"	"2020-03-10"	"L"	"United Kingdom"	"Northern Ireland"	"B"	"Non-USA"
"England/201161290/2020"	"SARS-CoV-2"	"2020-03-10"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/20109002404/2020"	"SARS-CoV-2"	"2020-03-03"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Wuhan/HB-WHCM-116/2020"	"SARS-CoV-2"	"2020-02-26"	"S"	"China"	"Hubei"	"B"	"Non-USA"
"Netherlands/NoordBrabant_75/2020"	"SARS-CoV-2"	"2020-03-09"	"L"	"Netherlands"	"North Brabant"	"B"	"Non-USA"
"England/20104004704/2020"	"SARS-CoV-2"	"2020-03-02"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Denmark/ALAB-SSI107/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"Denmark"	"Denmark"	"B"	"Non-USA"
"HongKong/CUHK2/2020"	"SARS-CoV-2"	"2020-02-19"	"O"	"Hong Kong"	"Hong Kong"	"B"	"Non-USA"
"Switzerland/100012/2020"	"SARS-CoV-2"	"2020-03-06"	"G"	"Switzerland"	"Ticino"	"B"	"Non-USA"
"Netherlands/Delft_1363424/2020"	"SARS-CoV-2"	"2020-02-28"	"GR"	"Italy"	"Italy"	"B"	"Non-USA"
"Wuhan/HB-WH1-137/2020"	"SARS-CoV-2"	"2020-03-03"	"L"	"China"	"Hubei"	"B"	"Non-USA"
"Sichuan/SC-PHCC2-051/2020"	"SARS-CoV-2"	"2020-02-09"	"S"	"China"	"Sichuan"	"B"	"Non-USA"
"England/201180331/2020"	"SARS-CoV-2"	"2020-03-10"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"France/HF2234/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"France"	"Hauts de France"	"B"	"Non-USA"
"Denmark/ALAB-SSI253/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"Denmark"	"Denmark"	"B"	"Non-USA"
"Australia/NSW63/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"Australia"	"New South Wales"	"B"	"Non-USA"
"Shanghai/SH0077/2020"	"SARS-CoV-2"	"2020-02-09"	"L"	"China"	"Shanghai"	"B"	"Non-USA"
"Canada/ON_SHSC-01/2020"	"SARS-CoV-2"	"2020-02-26"	"O"	"Iran"	"Iran"	"B"	"Non-USA"
"Germany/NRW-03/2020"	"SARS-CoV-2"	"2020-02-26"	"L"	"Germany"	"North Rhine Westphalia"	"B"	"Non-USA"
"Netherlands/Overijssel_2-2/2020"	"SARS-CoV-2"	"2020-03-06"	"L"	"Netherlands"	"Overijssel"	"B"	"Non-USA"
"Wuhan/HB-WH5-233/2020"	"SARS-CoV-2"	"2020-03-04"	"L"	"China"	"Hubei"	"B"	"Non-USA"
"HongKong/VM2003179/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"Hong Kong"	"Hong Kong"	"B"	"Non-USA"
"HongKong/HKPU42-0302/2020"	"SARS-CoV-2"	"2020-02-10"	"O"	"Hong Kong"	"Hong Kong"	"B"	"Non-USA"
"England/20098017604/2020"	"SARS-CoV-2"	"2020-02-26"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"Slovenia/4584/2020"	"SARS-CoV-2"	"2020-03-06"	"G"	"Slovenia"	"Slovenia"	"B"	"Non-USA"
"Greece/260_32216/2020"	"SARS-CoV-2"	"2020-03-10"	"V"	"Greece"	"Athens"	"B"	"Non-USA"
"Iceland/70/2020"	"SARS-CoV-2"	"2020-03-08"	"GR"	"Italy"	"Italy"	"B"	"Non-USA"
"England/201021555/2020"	"SARS-CoV-2"	"2020-03-03"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/201060005/2020"	"SARS-CoV-2"	"2020-03-02"	"L"	"United Kingdom"	"England"	"B"	"Non-USA"
"Malaysia/IMR-WC9205/2020"	"SARS-CoV-2"	"2020-03-04"	"O"	"Malaysia"	"Selangor"	"B"	"Non-USA"
"Japan/PG-0111/2020"	"SARS-CoV-2"	"2020-03-10"	"L"	"Japan"	"Hokkaido"	"B"	"Non-USA"
"Belgium/VMC-030695/2020"	"SARS-CoV-2"	"2020-03-06"	"GR"	"Belgium"	"Gent"	"B"	"Non-USA"
"Austria/CeMM0163/2020"	"SARS-CoV-2"	"2020-03-06"	"G"	"Italy"	"Italian cruise ship"	"B"	"Non-USA"
"Netherlands/Overijssel_31/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"Netherlands"	"Overijssel"	"B"	"Non-USA"
"Switzerland/100006/2020"	"SARS-CoV-2"	"2020-03-06"	"G"	"Switzerland"	"Basel-Stadt"	"B"	"Non-USA"
"Malaysia/IMR_WC413/2020"	"SARS-CoV-2"	"2020-02-08"	"L"	"Malaysia"	"Selangor"	"B"	"Non-USA"
"Japan/DP0785/2020"	"SARS-CoV-2"	"2020-02-17"	"O"	"Japan"	"Japan"	"B"	"Non-USA"
"Ireland/24052/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"Ireland"	"Wicklow"	"B"	"Non-USA"
"Wuhan/HB-WH2-146/2020"	"SARS-CoV-2"	"2020-02-24"	"O"	"China"	"Hubei"	"B"	"Non-USA"
"Iceland/49/2020"	"SARS-CoV-2"	"2020-03-05"	"GR"	"Italy"	"Italy"	"B"	"Non-USA"
"Philippines/PH-RITM-0018/2020"	"SARS-CoV-2"	"2020-03-06"	"O"	"Philippines"	"National Capital Region"	"B"	"Non-USA"
"Mexico/Queretaro-InDRE_04/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"Mexico"	"Queretaro"	"B"	"Non-USA"
"England/201060056/2020"	"SARS-CoV-2"	"2020-03-04"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/201080064/2020"	"SARS-CoV-2"	"2020-03-03"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Shaoxing/10/2020"	"SARS-CoV-2"	"2020-02-06"	"S"	"China"	"Zhejiang"	"B"	"Non-USA"
"Greece/135/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"Greece"	"Athens"	"B"	"Non-USA"
"England/20098017804/2020"	"SARS-CoV-2"	"2020-02-27"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"Singapore/22/2020"	"SARS-CoV-2"	"2020-03-02"	"S"	"Singapore"	"Singapore"	"B"	"Non-USA"
"Chile/Santiago_10/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"Chile"	"Santiago"	"B"	"Non-USA"
"Spain/VC-001930/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"Spain"	"Comunitat Valenciana"	"B"	"Non-USA"
"Netherlands/NA_21/2020"	"SARS-CoV-2"	"2020-03-08"	"V"	"Netherlands"	"Netherlands"	"B"	"Non-USA"
"Japan/DP0476/2020"	"SARS-CoV-2"	"2020-02-16"	"O"	"Japan"	"Japan"	"B"	"Non-USA"
"England/201120015/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"Greece/134/2020"	"SARS-CoV-2"	"2020-03-10"	"V"	"Greece"	"Athens"	"B"	"Non-USA"
"Iceland/103/2020"	"SARS-CoV-2"	"2020-03-10"	"G"	"Italy"	"Italy"	"B"	"Non-USA"
"England/20099069004/2020"	"SARS-CoV-2"	"2020-02-29"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Ireland/Dublin-22361/2020"	"SARS-CoV-2"	"2020-03-08"	"GR"	"Ireland"	"Cork"	"B"	"Non-USA"
"Belgium/VDLH-030548-2/2020"	"SARS-CoV-2"	"2020-03-05"	"G"	"Belgium"	"Antwerpen"	"B"	"Non-USA"
"England/20109005704/2020"	"SARS-CoV-2"	"2020-03-06"	"L"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/20104003002/2020"	"SARS-CoV-2"	"2020-03-04"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/20109016504/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"United Kingdom"	"England"	"B"	"Non-USA"
"Sweden/20-08114/2020"	"SARS-CoV-2"	"2020-03-08"	"GR"	"Sweden"	"Stockholm"	"B"	"Non-USA"
"Georgia/Tb-82/2020"	"SARS-CoV-2"	"2020-02-28"	"O"	"Georgia"	"Tbilisi"	"B"	"Non-USA"
"SouthKorea/KCDC2067/2020"	"SARS-CoV-2"	"2020-02-19"	"V"	"South Korea"	"South Korea"	"B"	"Non-USA"
"SriLanka/3888/2020"	"SARS-CoV-2"	"2020-02-08"	"O"	"China"	"China"	"B"	"Non-USA"
"England/NORT-2811C6/2020"	"SARS-CoV-2"	"2020-03-06"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"Belgium/LT-030956/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"Belgium"	"Ath"	"B"	"Non-USA"
"England/201121125/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"Shanghai/SH0071/2020"	"SARS-CoV-2"	"2020-02-07"	"L"	"China"	"Shanghai"	"B"	"Non-USA"
"England/201121275/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"United Kingdom"	"England"	"B"	"Non-USA"
"Netherlands/NA_77/2020"	"SARS-CoV-2"	"2020-03-09"	"L"	"Netherlands"	"Netherlands"	"B"	"Non-USA"
"Spain/PV-000725/2020"	"SARS-CoV-2"	"2020-03-07"	"S"	"Spain"	"Basque Country"	"B"	"Non-USA"
"Spain/PV-000805/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"Spain"	"Basque Country"	"B"	"Non-USA"
"England/CAMB-84990/2020"	"SARS-CoV-2"	"2020-03-08"	"L"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/BRIS-12F7C9/2020"	"SARS-CoV-2"	"2020-03-10"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"Sweden/20-08102/2020"	"SARS-CoV-2"	"2020-03-07"	"GR"	"Sweden"	"Stockholm"	"B"	"Non-USA"
"Netherlands/NoordBrabant_6/2020"	"SARS-CoV-2"	"2020-03-06"	"V"	"Netherlands"	"North Brabant"	"B"	"Non-USA"
"Sichuan/SC-PHCC1-033/2020"	"SARS-CoV-2"	"2020-02-09"	"S"	"China"	"Sichuan"	"B"	"Non-USA"
"Malaysia/MKAK-CL-2020-6430/2020"	"SARS-CoV-2"	"2020-02-04"	"S"	"Malaysia"	"Selangor"	"B"	"Non-USA"
"Sweden/20-08129/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"Sweden"	"Halland"	"B"	"Non-USA"
"England/20109048204/2020"	"SARS-CoV-2"	"2020-03-07"	"V"	"United Kingdom"	"England"	"B"	"Non-USA"
"England/20100003104/2020"	"SARS-CoV-2"	"2020-03-01"	"O"	"United Kingdom"	"England"	"B"	"Non-USA"
"Sweden/20-04852/2020"	"SARS-CoV-2"	"2020-02-28"	"L"	"Sweden"	"Stockholm"	"B"	"Non-USA"
"Wuhan/HB-WHCM2-269/2020"	"SARS-CoV-2"	"2020-02-24"	"L"	"China"	"Hubei"	"B"	"Non-USA"
"Spain/Valencia27/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"Spain"	"Comunitat Valenciana"	"B"	"Non-USA"
"England/20100000604/2020"	"SARS-CoV-2"	"2020-03-01"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"Singapore/320nan/2020"	"SARS-CoV-2"	"2020-02-09"	"L"	"Singapore"	"Singapore"	"B"	"Non-USA"
"Shanghai/SH0054/2020"	"SARS-CoV-2"	"2020-02-02"	"L"	"China"	"Shanghai"	"B"	"Non-USA"
"Switzerland/100018/2020"	"SARS-CoV-2"	"2020-03-08"	"G"	"Switzerland"	"Basel-Stadt"	"B"	"Non-USA"
"Italy/LO-13075-B/2020"	"SARS-CoV-2"	"2020-03-01"	"G"	"Italy"	"Lombardy"	"B"	"Non-USA"
"Scotland/CVR75/2020"	"SARS-CoV-2"	"2020-03-06"	"L"	"United Kingdom"	"Scotland"	"B"	"Non-USA"
"England/CAMB-8482A/2020"	"SARS-CoV-2"	"2020-03-04"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Canada/ON_PHL2653/2020"	"SARS-CoV-2"	"2020-03-07"	"GR"	"Canada"	"Ontario"	"B"	"Non-USA"
"Sweden/20-50216/2020"	"SARS-CoV-2"	"2020-03-06"	"GR"	"Sweden"	"Stockholm"	"B"	"Non-USA"
"England/20109007404/2020"	"SARS-CoV-2"	"2020-03-05"	"GR"	"United Kingdom"	"England"	"B"	"Non-USA"
"Japan/PG-0234/2020"	"SARS-CoV-2"	"2020-03-09"	"G"	"Japan"	"Kanto"	"B"	"Non-USA"
"China/IQTC01/2020"	"SARS-CoV-2"	"2020-02-05"	"L"	"China"	"Guangdong"	"B"	"Non-USA"
"Spain/PV-000700/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"Spain"	"Basque Country"	"B"	"Non-USA"
"England/20110000906/2020"	"SARS-CoV-2"	"2020-03-06"	"G"	"United Kingdom"	"England"	"B"	"Non-USA"
"SouthKorea/KCDC2048/2020"	"SARS-CoV-2"	"2020-02-21"	"V"	"South Korea"	"South Korea"	"B"	"Non-USA"
"USA/KS-CDC-4589/2020"	"SARS-CoV-2"	"2020-03-10"	"G"	"USA"	"Kansas"	"B"	"USA-other"
"USA/GA_1847/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Georgia"	"B"	"USA-other"
"USA/VA_6389/2020"	"SARS-CoV-2"	"2020-03-08"	"G"	"USA"	"Virginia"	"B"	"USA-other"
"env/USA/FL-UF11/2020"	"SARS-CoV-2"	"2020-02-21"	"S"	"USA"	"Florida"	"B"	"USA-other"
"USA/FL-CDC-2316/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Florida"	"B"	"USA-other"
"USA/VA_6382/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"Virginia"	"B"	"USA-other"
"USA/WA-S12/2020"	"SARS-CoV-2"	"2020-03-03"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SCCPHD-UC34/2020"	"SARS-CoV-2"	"2020-03-05"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/IL_1293/2020"	"SARS-CoV-2"	"2020-03-01"	"L"	"USA"	"Illinois"	"B"	"USA-other"
"USA/WA-S39/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW79/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SCCPHD-UC140/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"California"	"B"	"USA-other"
"USA/WA-S60/2020"	"SARS-CoV-2"	"2020-03-02"	"O"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW68/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-S87/2020"	"SARS-CoV-2"	"2020-03-01"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/MA-MGH-00428/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/WA-S253/2020"	"SARS-CoV-2"	"2020-03-07"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA14-UW10/2020"	"SARS-CoV-2"	"2020-03-05"	"O"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW67/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/MA_1355/2020"	"SARS-CoV-2"	"2020-03-05"	"O"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/IL_1375/2020"	"SARS-CoV-2"	"2020-03-01"	"L"	"USA"	"Illinois"	"B"	"USA-other"
"USA/CT-Yale-002/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Connecticut"	"B"	"USA-other"
"USA/MA-MGH-00434/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/UT-01320/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"Utah"	"B"	"USA-other"
"USA/WA-UW45/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW87/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/IA_6401/2020"	"SARS-CoV-2"	"2020-03-08"	"G"	"USA"	"Iowa"	"B"	"USA-other"
"USA/CA-SCCPHD-UC111/2020"	"SARS-CoV-2"	"2020-03-02"	"O"	"USA"	"California"	"B"	"USA-other"
"USA/MN_0101/2020"	"SARS-CoV-2"	"2020-03-07"	"L"	"USA"	"Minnesota"	"B"	"USA-other"
"USA/WA-S93/2020"	"SARS-CoV-2"	"2020-02-29"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW91/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SCCPHD-UC17/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"California"	"B"	"USA-other"
"USA/MA_9703/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/WA-S232/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/MI-MDHHS-SC20113/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"USA"	"Michigan"	"B"	"USA-other"
"USA/WA-S265/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
